,addinfo,api,category,explain,purpose,title
0,"서비스 게시일 2016-04-15 개발유형 모바일앱 ( 안드로이드 )
개발자 (주)와이즈덴 개발자 소재지 서울특별시
개발자 유형 중소기업 및 종사자 등록일 2016-10-19","제공기관 서비스 설명
기타 서울특별시 교통정보센터 버스정보서비스",분류 : 교통물류,"서울 버스정보 앱 서비스입니다.
내리실 정류소를 지정하여 알람을 설정하면 해당 정류소에 접근시 알람을 울려줍니다.

[주요기능]
- 알람 기능
- 노선/정류장/주변 정류소 검색
- 노선 및 정류장 즐겨찾기 기능",서울특별시 교통정보센터에서 제공하는 버스정보서비스를 활용하여 실시간 버스도착정보를 제공합니다.,타고가 버스
0,"서비스 게시일 2012-02-14 개발유형 모바일앱 ( 안드로이드 )
개발자 alex lee 개발자 소재지 서울특별시
개발자 유형 기타 등록일 2016-10-19","제공기관 서비스 설명
서울특별시 서울시 권역별 실시간 대기환경 현황 (수시)
대기 환경지수, 미세먼지, 오존, 이산화질소, 일산화탄소, 아황산가스 등의 권역별 실시간 대기환경정보를 제공합니다.",분류 : 환경기상,"서울의 야경을 소개하고, 야경에 대한 정보를 교환할 수 있도록 한 앱 서비스입니다.

[주요기능]
- 서울 시내·외의 아름다운 야경사진 공유
- 서울시 대기환경정보 제공",서울특별시의 서울시 권역별 실시간 대기환경 현황을 활용하여 대기환경정보를 제공합니다.,서울의 야경
0,"서비스 게시일 2015-11-20 개발유형 웹사이트 ( )
개발자 현대자동차그룹 개발자 소재지 서울특별시
개발자 유형 기타 등록일 2016-10-18","제공기관 서비스 설명
국토교통부 브이월드 제공 위성영상지도
국토지리정보원 및 브이월드에서 제작된 영상지도",분류 : 공공행정,"▶고향을 그리워 하는 실향민을 위한, 고향 방문 프로젝트

매일 거닐던 동네 어귀, 들꽃 하나까지 고스란히 보여드릴 수 있도록 브이월드(Vworld) 지도서비스와 자동차 연구개발 기술력이 만나 김구현 할아버지의 고향방문이 실현됩니다.",국토교통부의 브이월드(Vworld) 서비스를 활용하여 북한의 지리 정보를 제공합니다.,고잉홈 (Going Home)
0,"서비스 게시일 2016-10-13 개발유형 모바일앱 ( 안드로이드 )
개발자 papasong 개발자 소재지 서울특별시
개발자 유형 기타 등록일 2016-10-18","제공기관 서비스 설명
한국감정원 아파트거래현황 조회 서비스
한국감정원에서 생산하는 통계지표 중 아파트거래현황을 조회하기 위한 서비스로 기간과 지역코드를 기반으로 아파트거래현황 정보를 조회할 수 있다.
한국감정원 아파트실거래가격지수 조회 서비스
한국감정원에서 생산하는 통계지표 중 아파트실거래가격지수를 조회하기 위한 서비스로 기간과 지역코드를 기반으로 아파트실거래가격지수 정보를 조회 할 수 있다.",분류 : 국토관리,"아파트 실거래가(매매, 전월세) 정보를 제공합니다.

[주요기능]
- 1년 단위로 실거래가 조회
- 지역별 거래량을 년별 차트로 제공
- 관심단지 기능",한국감정원의 아파트거래현황/아파트실거래가격지수 조회 서비스를 활용하여 주택거래 현황 및 아파트 실거래가격지수를 제공합니다.,아파트 실거래가
0,"서비스 게시일 2015-04-23 개발유형 모바일앱 ( 안드로이드 )
개발자 Lee K.H 개발자 소재지 서울특별시
개발자 유형 기타 등록일 2016-10-18","제공기관 서비스 설명
서울특별시 서울시 문화행사정보 장르코드 정보 (주간)
서울에 있는 문화행사의 장르분류 코드를 검색할 수 있도록 하는 서비스입니다.",분류 : 문화관광,"서울시 공공 데이터와 연동하여 각종 문화/행사/교육 정보를 조회할 수 있는 앱 서비스입니다.
조회된 행사가 진행되는 위치를 Google Map으로 제공합니다.",서울특별시의 문화행사정보 장르코드 정보를 활용하여 서울시 문화행사 정보를 제공합니다.,[GIT] 문화/행사/교육 알리미
0,"서비스 게시일 2016-10-17 개발유형 웹사이트 ( )
개발자 와미디어 개발자 소재지 경기도
개발자 유형 중소기업 및 종사자 등록일 2016-10-17","제공기관 서비스 설명
한국저작권위원회 공유(만료)저작물 서비스
향후 발생가능한 저작권 분쟁을 예방하기 위해 약 160,000건의 저작권정보를 활용하여 만료된 이미지, 멀티미디어, 텍스트 저작물에 대한 정보 제공 및
만료된 이미지, 멀티미디어, 텍스트 저작물에 대한 목록과 상세정보를 조회할 수 있다.",분류 : 과학기술,"▶귀로 듣는 책, 귀로 읽는 책

전문 성우(북텔러)나 저자가 직접 책을 낭독해 눈으로 읽는 대신 귀로 들을 수 있게 제작한 디지털 콘텐츠 서비스입니다.","한국저작권위원회의 공유(만료)저작물 서비스를 활용하여 만료된 이미지, 멀티미디어, 텍스트 저작물 정보를 제공합니다.",오디오북 - 와미디어
0,"서비스 게시일 2016-09-29 개발유형 모바일앱 ( 안드로이드 )
개발자 사운드브레드 개발자 소재지 서울특별시
개발자 유형 기타 등록일 2016-10-17","제공기관 서비스 설명
산업통상자원부 표준용어정보
한국산업표준에서 정의하고 있는 12만여 건의 표준용어 정보",분류 : 산업고용,"산업통상자원부 표준용어,KS용어,산업표준용어 서비스입니다.

[주요기능]
- 최적화된 검색엔진을 이용하여 빠르고 정확하게 정보를 제공
- 즐겨 찾기
- 클립보드에 복사,메신저/이메일 전송",산업통상자원부의 표준용어목록 서비스를 활용하여 한국산업표준에서 정의하는 표준용어 정보를 제공합니다.,표준용어사전 - KS표준용어
0,"서비스 게시일 2016-07-14 개발유형 모바일앱 ( 안드로이드 )
개발자 CROSSINB 개발자 소재지 서울특별시
개발자 유형 기타 등록일 2016-10-17","제공기관 서비스 설명
한국환경공단 전기자동차 공공충전소 현황
전기자동차 보급 활성화 및 전기자동차 사용자를 위한 전국 급속충전기 운영현황 실시간 제공(충전소명, 위치, 상태정보, 운영시간)",분류 : 환경기상,"전국의 전기차충전소 실시간 조회서비스를 제공합니다.

[주요기능]
- 지역별 전기차충전소 조회
- 전기차충전소 세부정보(주소,충전상태,이용시간 등) 제공",한국환경공단의 전기차충전소 운영현황 서비스를 활용하여 전국 전기차충전소의 상세정보를 제공합니다.,전기차 공공충전소
0,"서비스 게시일 2016-07-05 개발유형 모바일앱 ( 안드로이드 )
개발자 rlawoals1216 개발자 소재지 서울특별시
개발자 유형 기타 등록일 2016-10-17","제공기관 서비스 설명
국립중앙의료원 전국 응급의료정보조회 서비스
전국 응급의료기관 정보를 조회하기 위한 서비스로서 실시간 응급실 가용병상정보 및 중증질환 수용가능정보, 위치정보등을 조회할 수 있다.",분류 : 보건의료,공공데이터를 활용하여 응급상황 발생시 그 지역에있는 응급의료기관을 검색해보고 방문할 수 있도록 주소 및 전화 번호 등을 제공합니다.,국립중앙의료원의 전국 응급의료기관 조회 서비스를 활용하여 실시간 응급의료기관 정보를 제공합니다.,응급의료기관조회
0,"서비스 게시일 2016-10-05 개발유형 모바일앱 ( 안드로이드 )
개발자 ㈜망고플레이트 개발자 소재지 서울특별시
개발자 유형 중소기업 및 종사자 등록일 2016-10-14","제공기관 서비스 설명
기타 서울특별시 강남구/마포구 전체 식품위생업소 현황",분류 : 식품건강,"▶맛집검색 NO.1, 전국 맛집어플
전국 30만 개의 식당 리뷰 데이터를 분석하여 음식점추천 서비스를 제공합니다.

[주요기능]
- 맛집 리스트
- 200만 유저들의 솔직한 리뷰
- 음식점추천 서비스
- 나의 맛집 리스트

[웹서비스] http://www.mangoplate.com/",서울열린데이터광장의 서울특별시 강남구/마포구 전체 식품위생업소 현황을 활용하여 음식점 정보를 제공합니다.,망고플레이트
0,"서비스 게시일 2016-09-27 개발유형 모바일앱 ( 안드로이드 )
개발자 OU Apps 개발자 소재지 경기도
개발자 유형 기타 등록일 2016-10-14","제공기관 서비스 설명
기타 과천교통정보센터 교통정보",분류 : 교통물류,"과천지역 마을버스의 실시간 운행정보를 제공합니다.

[주요기능]
- 홈스크린 바로가기 기능 제공
- 버스 노선 조회
- 즐겨찾기 기능 지원",과천교통정보센터(http://its.gccity.go.kr)의 교통정보를 활용하여 버스 운행 정보를 제공합니다.,과천마을버스 스마트
0,"서비스 게시일 2014-07-16 개발유형 모바일앱 ( 안드로이드 )
개발자 BigBBang 개발자 소재지 서울특별시
개발자 유형 기타 등록일 2016-10-14","제공기관 서비스 설명
국립중앙의료원 전국 병?의원 찾기 서비스
전국 병?의원 정보를 조회하기 위한 서비스로서 주소별, 기관별로 조회할 수 있다
국립중앙의료원 전국 약국 정보 조회 서비스
전국 약국 정보를 조회하기 위한 서비스로서 주소별, 진료요일별 및 시간대로 조회할 수 있다",분류 : 보건의료,국립중앙의료원에서 제공하는 데이터를 기준으로 주변의 병원과 약국을 찾을 수 있게 도와주는 앱 서비스입니다.,국립중앙의료원의 전국 병.의원 찾기/전국 약국 정보 조회 서비스를 활용하여 병원 및 약국 정보를 제공합니다.,대국민 건강지킴이 병원 약국
0,"서비스 게시일 2016-10-14 개발유형 모바일앱 ( 안드로이드 , iOS )
개발자 HyunGun Kim 개발자 소재지 서울특별시
개발자 유형 기타 등록일 2016-10-14","제공기관 서비스 설명
한국관광공사 국문 관광정보 서비스
코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",분류 : 문화관광,"주말나들이 & 여행 정보 제공 앱 서비스입니다.

[주요기능]
- 가족여행, 주말나들이 정보
- 지역별 관광지,문화시설 정보
- 행사/공연/축제,여행코스,숙박,쇼핑,음식점 분류 제공
- 위치기반 내주변 정보 제공",한국관광공사의 국문 관광정보 서비스를 활용하여 관광 정보를 제공합니다.,주말엔
0,"서비스 게시일 2012-06-01 개발유형 웹사이트 ( )
개발자 SPC그룹 개발자 소재지 서울특별시
개발자 유형 기타 등록일 2016-10-13","제공기관 서비스 설명
기상청 생활기상지수조회
각종 기상자료를 응용하여 일반 국민의 일상생활 및 보건에 활용할 수 있도록 생산된 정보인 생활기상지수( 부패지수, 체감온도 등)를 특정위치(지점번호)별로 조회할 수 있는 서비스 입니다.
*산불위험지수, 실효습도, 황사영향지수는 서비스 되지 않습니다.
기상청 중기예보정보조회서비스
중기예보정보는 기상전망, 육상예보, 기온, 해상예보 정보를 조회하는 서비스입니다.",분류 : 과학기술,"날씨에 따른 제품별 판매율을 나타내는 지수!

전국 169개 매장의 5년치 날씨와 매출의 연관성을 통계기법으로 추출했다.
날씨별로 상품 판매량을 예측하고 주문량을 조절해 손실 방지와 재고 부담을 줄입니다.",기상청의 생활기상지수조회 서비스를 활용하여 날씨판매지수를 제공합니다.,날씨판매지수 - 파리바게뜨
0,"서비스 게시일 2016-03-28 개발유형 모바일앱 ( 안드로이드 )
개발자 부동산114 개발자 소재지 경기도
개발자 유형 중소기업 및 종사자 등록일 2016-10-13","제공기관 서비스 설명
국토교통부 아파트매매 실거래자료
부동산 거래신고에 관한 법률에 따라 신고된 아파트 매매 자료(아파트, 면적, 지번등)를 제공하는 아파트 매매 신고 조회 서비스
국토교통부 연립다세대 매매 실거래자료
부동산 거래신고에 관한 법률에 따라 신고된 연립다세대 매매 자료(연립다세데, 면적, 지번 등)를 제공하는 연립다세대 매매 신고 조회 서비스
국토교통부 단독/다가구 매매 실거래 자료
부동산 거래신고에 관한 법률에 따라 신고된 단독다가구 매매 자료(단독다가구, 면적등)를 제공하는 단독다가구 매매 신고 조회 서비스",분류 : 공공행정,"매물, 시세, 분양, 부동산 뉴스&TIP, 부동산 세금계산기

[주요기능]
- 주변 지역 아파트의 매물 정보와 시세 제공
- 최신 부동산 이슈 제공
- 지역별, 날짜별 맞춤형 분양정보 제공

[웹서비스]http://www.r114.com",국토교통부의 실거래 자료를 활용하여 실거래가 정보를 제공합니다.,부동산114
0,"서비스 게시일 2016-08-23 개발유형 모바일앱 ( 안드로이드 )
개발자 dlfduq9459 개발자 소재지 서울특별시
개발자 유형 기타 등록일 2016-10-13","제공기관 서비스 설명
부산광역시 남구 부산광역시 남구 지진재난이재민수용시설현황(2016년)
부산광역시 남구 지진재난이재민수용시설 위치,면적,수용인원 등 자료 제공
부산광역시 북구 지진재난이재민수용시설현황(2015년 기준)
부산광역시 북구 2015년 이재민수용시설 현황
부산광역시 해운대구 지진재난 이재민 수용시설 현황(2014.2.13)
해운대구 지진재난 이재민 수용시설 현황",분류 : 재난안전,"재난 발생 시 근처 대피소의 위치를 알려주는 앱 서비스입니다.

부산시 공공데이터인 이재민 수용 시설(북구,남구,해운대구) 정보를 활용하여 대피소의 위치를 제공합니다.
국민안전처에서 제공하는 재난 문자에서 지진 해일 등의 자연재난 발생시 어플리케이션이 강제로 부팅됩니다.",부산광역시의 남구/북구/해운대구 지진재난이재민수용시설현황 정보를 활용하여 대피소의 위치를 제공합니다.,Safety Shelter
0,"서비스 게시일 2015-11-25 개발유형 모바일앱 ( 안드로이드 )
개발자 l.chaesang 개발자 소재지 전라남도
개발자 유형 기타 등록일 2016-10-13","제공기관 서비스 설명
전라남도 이야기가 있는 문화생태탐방로(2014)
문화부지정 전라남도내 이야기가 있는 문화생태 탐방로(탐방로명, 거리, 주변관광지 안내)",분류 : 문화관광,"여행객들이 여행지를 좀 더 편리하고 알차게 관광할 수 있는 앱 서비스입니다.

[주요기능]
- 관광지 정보 및 숙박, 숙식에 관한 정보 제공
- 교통정보 및 주변 정보 제공
- 축제, 행사 정보 제공",전라남도의 이야기가 있는 문화생태탐방로 정보/대표축제 조회 서비스를 활용하여 전라남도의 관광지 및 축제 정보를 제공합니다.,내일로 내비게이션(전남)
0,"서비스 게시일 2016-01-31 개발유형 웹사이트 ( )
개발자 지오멕스소프트 개발자 소재지 강원도
개발자 유형 중소기업 및 종사자 등록일 2016-10-13","제공기관 서비스 설명
국토교통부 브이월드 제공 위성영상지도
국토지리정보원 및 브이월드에서 제작된 영상지도",분류 : 공공행정,"▶영상 활용 공간정보 솔루션

위성(항공)사진 영상과 공간데이터(연속지적도, 수치지형도 등)를 중첩하여 업무를 신속하고 정확하게 수행할 수 있도록 도와주는 영상 활용 공간정보 솔루션입니다.
공간정보를 접목해 마케팅관리와 분석 솔루션을 제공합니다.",국토교통부의 브이월드(www.vworld.kr) 서비스를 활용하여 국가공간정보를 제공합니다.,D-DAS 소프트웨어
0,"서비스 게시일 2016-06-26 개발유형 모바일앱 ( 안드로이드 )
개발자 Interbird Co., Ltd 개발자 소재지 부산광역시
개발자 유형 중소기업 및 종사자 등록일 2016-10-12","제공기관 서비스 설명
해양수산부 국립해양조사원 고흥(발포) 조위관측소 조위자료(1일)
고흥(발포) 조위관측소에서 관측한 일별 실시간 조위자료",분류 : 환경기상,"전국 450여개 지역의 물때와 날씨, 전국 11개 지역의 바다갈라짐 정보를 제공합니다.

[주요기능]
- 전국 380여개 지역 물때 정보와 바다 날씨 제공
- 지역순,가나다순으로 물때 상황 검색 제공
- 날짜별 날씨 및 물흐름 보기 제공
- 국내 11개 지역 바다갈라짐 상세보기 및 날짜별로 데이터 제공

[웹서비스] http://www.badatime.com/",해양수산부 국립해양조사원의 조위정보를 활용하여 실시간 물때 정보를 제공합니다.,"바다타임(조석표, 물때표)"
0,"서비스 게시일 2016-08-21 개발유형 모바일앱 ( 안드로이드 )
개발자 dewlain 개발자 소재지 서울특별시
개발자 유형 기타 등록일 2016-10-12","제공기관 서비스 설명
서울특별시 서울시 문화행사정보 장르코드 정보 (주간)
서울에 있는 문화행사의 장르분류 코드를 검색할 수 있도록 하는 서비스입니다.
서울특별시 서울시 작은도서관 현황 (수시)
서울특별시 각 자치구의 작은도서관의 정보를 제공합니다.
서울특별시 서울시 여성인력 개발원 교육강좌 정보 (수시)
여성능력개발원에서 실시하는 교육강좌 정보입니다. 교육신청은 http://wrd.seoulwomen.or.kr 에서 직접 하셔야 합니다. ※ 접수마감 된 강좌 정보는 출력되지 않으며, 제공되는 데이터는 http://wrd.seoulwomen.or.kr 와 데이터 연계 시간차이로 접수마감 여부가 차이가 날수 있으니 양해 바랍니다.",분류 : 문화관광,"[주요기능]
- 서울시 카테고리별, 지역구별 문화행사 정보 제공
- 서울시 지역구별 여성인력개발센터의 교육 정보 제공
- 서울시 공공도서관 및 작은도서관의 정보 및 위치 제공",서울특별시의 문화행사정보 장르코드 정보/여성인력 개발원 교육강좌 정보/작은도서관 현황 등을 활용하여 서울특별시 문화행사/여성인력개발원 교육강좌/도서관 정보를 제공합니다.,문화서울
0,"서비스 게시일 2016-04-22 개발유형 모바일앱 ( 안드로이드 )
개발자 데브 드래곤 개발자 소재지 대구광역시
개발자 유형 기타 등록일 2016-10-11","제공기관 서비스 설명
한국관광공사 국문 관광정보 서비스
코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",분류 : 문화관광,"거제의 맛집, 전통시장, 문화시설 등의 정보를 제공하여 거제의 식도락 여행객이 거제 여행을 즐겁게 할 수 있도록 도와주는 앱 서비스입니다.",한국관광공사의 국문 관광정보 서비스를 활용하여 국내 관광 정보를 제공합니다.,거제 식도락여행
0,"서비스 게시일 2016-09-24 개발유형 모바일앱 ( 안드로이드 )
개발자 Lee Sang Hoon 개발자 소재지 서울특별시
개발자 유형 학생(중, 고, 대학, 대학원) 등록일 2016-10-07","제공기관 서비스 설명
통계청 KOSIS 통계자료 서비스
통계표ID, 분류, 항목 등을 기준으로 KOSIS 통계표 수치데이터를 JSON, SDMX 포맷으로 조회하는 KOSIS 통계자료 서비스",분류 : 공공행정,"창업도우미 앱 서비스!
예비창업자에게 지역 통계 데이터, 프랜차이즈 창업 비용, 지역 매물 정보 등을 제공하는 서비스입니다.

[주요기능]
- 프랜차이즈 정보 제공
- 지역 정보 제공
- 매물 정보 제공

* 제 4회 K-해커톤 수상작",통계청의 KOSIS(국가통계포털)서비스를 활용하여 지역별 평균 연령 정보를 제공합니다.,점퍼
0,"서비스 게시일 2016-05-23 개발유형 모바일앱 ( 안드로이드 )
개발자 hak 개발자 소재지 서울특별시
개발자 유형 기타 등록일 2016-10-07","제공기관 서비스 설명
국방부 군병원 위치정보(2016)
군 병원 위치정보(주소, 전화번호, 교통편 등) 안내",분류 : 통일외교안보,"외부인에게 생소한 군병원 위치를 쉽고 빠르게 제공하는 앱 서비스입니다.
군병원 위치 정보와 목적지까지의 대중교통 정보를 제공합니다.

[주요기능]
- 전국 군병원 리스트 제공
- 원하는 병원 검색 및 지도 표시 서비스 제공
- 현재 위치에서 목적지까지 대중교통 정보 제공",국방부의 군병원 위치정보 서비스를 활용하여 전국 군병원 정보를 제공합니다.,전국 군병원 찾기
0,"서비스 게시일 2016-05-09 개발유형 모바일앱 ( 안드로이드 )
개발자 vivid_J 개발자 소재지 서울특별시
개발자 유형 기타 등록일 2016-10-07","제공기관 서비스 설명
서울특별시 서울시 공원 현황 (수시)
공원정보를 조회할 수 있도록 하는 서비스입니다.",분류 : 환경기상,"서울시 공원 정보 앱 서비스입니다.
서울시에 위치하는 공원의 정보와 주소, 전화번호, 위치(지도) 정보를 제공합니다.",서울특별시의 공원 현황 정보를 활용하여 서울시에 위치하는 공원 정보를 제공합니다.,서울시 공원 정보
0,"서비스 게시일 2015-05-28 개발유형 모바일앱 ( 안드로이드 )
개발자 (주)팅크웨어 개발자 소재지 경기도
개발자 유형 중소기업 및 종사자 등록일 2016-10-07","제공기관 서비스 설명
국토교통부 교통노드/교통링크 정보도
국가교통정보센터에서 구축한 전국 교통도로 명칭, 유형, 회전제한유형, 도로등급, 공간정보객체 등을 제공함 교통링크의 도형, 속성 정보를 조회 WFS보다 간결한 형태의 데이터 조회 기능을 제공",분류 : 교통물류,"실시간 무료 내비게이션!

[주요기능]
- 실시간 교통정보 제공
- 목적지 검색을 통해 최적의 경로 탐색 서비스 제공
- 원하는 위치 주변 검색 제공
- 항공지도와 로드뷰 제공",국토교통부의 교통데이터를 활용하여 전국 도로의 실시간 교통정보를 제공합니다.,아이나비 Air
0,"서비스 게시일 2016-10-05 개발유형 웹사이트 ( )
개발자 (주)리파인 개발자 소재지 서울특별시
개발자 유형 중소기업 및 종사자 등록일 2016-10-06","제공기관 서비스 설명
국토교통부 건축물대장정보 서비스
건축물대장에서 관리하고 있는 총괄표제부, 표제부, 층별개요, 부속지번, 전유공용면적, 오수정화시설, 주택가격, 전유부, 지역지구구역 등 정보를 제공한다.",분류 : 국토관리,"안전한 부동산 거래를 위해 등기된 권리를 조사하고 문제가 되는 사유가 있는지 밝혀내는 서비스입니다.
부동산의 등기부등본 분석과 건축물대장상의 정보를 분석하여 제공합니다.

[주요기능]
- 등기부등본 열람 및 확인
- 전입세대/사업자등록 조사
- 건축물대장/토지대장 조사
- 부동산 시세조사","국토교통부의 건축물대장정보 서비스를 활용하여 부동산의 건축물상 사용승인일, 대지면적 및 주용도 및 전유부분 정보를 제공합니다.",권리조사서비스
0,"서비스 게시일 2016-08-11 개발유형 모바일앱 ( 안드로이드 )
개발자 wiseneosco 개발자 소재지 전라북도
개발자 유형 기타 등록일 2016-10-06","제공기관 서비스 설명
전라북도 전주시 실시간운행정보서비스
전주시 버스운행관련 실시간 버스 위치 및 도착정보, 노선별 접근버스 정보, 정류장별 접근버스 정보 등을 조회할 수 있다.",분류 : 교통물류,"전북대학교 중앙도서관 이용자들의 이용 편의를 위하여 제작한 앱 서비스입니다.

[주요기능]
- 모바일 신분증
- 도서관 좌석 현황 확인
- 발권/예약/대기 정보 확인
- 버스 도착 정보 서비스
- 의료 정보 서비스",전라북도 전주시의 실시간운행정보서비스를 활용하여 버스 도착 정보를 제공합니다.,전북대학교 중앙도서관
0,"서비스 게시일 2016-10-03 개발유형 모바일앱 ( 안드로이드 )
개발자 (주)늘보 개발자 소재지 서울특별시
개발자 유형 중소기업 및 종사자 등록일 2016-10-05","제공기관 서비스 설명
산림청 등산로 위치 정보 조회
등산로 위치 정보",분류 : 농축수산,"간편 등산로 안내기!

[주요기능]
- 등산객 위치별 산/등산로 자동 인식 정보제공
- 사용자 위치별 정상 까지 최단거리 등산로 자동 안내
- NFC 접촉 시 마다 위차별 목표 지점까지 거리 안내
- 사용자 위치별 등산맵 자동 제공
- 긴급 구조 요청 서비스",산림청의 등산로 위치 정보 조회 서비스를 활용하여 등산맵을 제공합니다.,늘보하이킹 - 초간편 등산 네비게이션
0,"서비스 게시일 2016-07-07 개발유형 모바일앱 ( 안드로이드 )
개발자 CROSSINB 개발자 소재지 서울특별시
개발자 유형 기타 등록일 2016-10-05","제공기관 서비스 설명
한국환경공단 대기오염정보 조회 서비스
미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스",분류 : 환경기상,"경기도 양주시 근처 측정소의 미세먼지 데이터를 에어코리아에서 실시간으로 연동하여 통합대기지수와 미세먼지지수, 초미세먼지지수를 제공합니다.",환경부(에어코리아)의 대기오염정보 조회 서비스를 활용하여 경기도 양주시 근처 측정소의 미세먼지 정보를 제공합니다.,양주시 미세먼지
0,"서비스 게시일 2016-02-10 개발유형 모바일앱 ( 안드로이드 )
개발자 (주)엔티시스 개발자 소재지 서울특별시
개발자 유형 중소기업 및 종사자 등록일 2016-09-30","제공기관 서비스 설명
경기도 안산시
사회복지시설현황
사회복지시설현황(시설명, 소재지, 이용인원, 전화번호) 안내
경기도 안산시
장애인복지 시설 위탁 현황
장애인복지 시설 위탁 현황 (시설명, 위치, 연락처, 위탁기간 등) 안내",분류 : 사회복지,"전국의 복시 시설 주소 및 위치정보(지도서비스), 전화번호 등의 정보를 지역별로 검색할 수 있는 서비스입니다.
(노인/사회복지/아동복지/장애인복지/청소년복지/장사 시설)

[주요기능]
- 해당 복지시설 정보보기, 전화걸기, 지도 서비스
- 서울, 경기, 인천 등 지역별 검색기능",지자체의 사회/장애인 복지시설 정보를 활용하여 복지시설 정보를 제공합니다.,내손의 복지
0,"서비스 게시일 2016-03-30 개발유형 모바일앱 ( 안드로이드 )
개발자 Journey Korea 개발자 소재지 서울특별시
개발자 유형 중소기업 및 종사자 등록일 2016-09-30","제공기관 서비스 설명
한국관광공사 국문 관광정보 서비스
코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.
한국관광공사 중문 번체 관광정보 서비스
코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 중문 번체로 제공한다.
한국관광공사 중문 간체 관광정보 서비스
코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 중문 간체로 제공한다.",분류 : 문화관광,"한국여행 필수 어플 서비스!

[주요기능]
- 현금 반환 서비스
- 여행중 문의사항 실시간 상담
- 한국여행 정보 제공
- 중국 영사관/한국관광공사 콜센터 연결",한국관광공사의 국문/중문 관광정보 서비스를 활용하여 관광정보를 제공합니다.,한국대왕
0,"서비스 게시일 2012-03-14 개발유형 모바일앱 ( 안드로이드 )
개발자 전원주 개발자 소재지 서울특별시
개발자 유형 기타 등록일 2016-09-30","제공기관 서비스 설명
기타 서울시교통정보 센터 : 실시간 교통정보",분류 : 교통물류,"포함되는 기능 : 마을버스, 시외버스, 지하철 등을 모두 한앱에!
어디까지 왔나? 언제 오는지 등을 미리 파악하여 출/퇴근에
유용히 사용하세요~

* 위 정보는 서울시교통정보 센타에서 실시간으로 바로 제공하는 정보를 그대로 보여줌으로써 다른 지하철앱에서 발생하는 시간이 느리거나 맞지 않는 등의 문제를 해결하였습니다.
이제 곧바로 서울시교통정보 센타에서 제공하는 실시간 100% 신뢰성 정보를 바로 확인해 보세요.",서울시의 공공데이터를 활용하여 교통정보를 제공합니다.,"버스 와 지하철(실시간 버스,마을버스,서울지하철)"
0,"서비스 게시일 2016-09-29 개발유형 웹사이트 ( 안드로이드 , iOS )
개발자 (주)유라이크코리아 개발자 소재지 서울특별시
개발자 유형 중소기업 및 종사자 등록일 2016-09-29","제공기관 서비스 설명
기타 쇠고기이력정보서비스 (축산물품질평가원)",분류 : 농축수산,"국내최초 IoT기반 가축 헬스케어 서비스!

[주요기능]
- 각 개체별 실시간 체온/pH 데이터 제공
- 농장/개체이력/질병 관리
- 특이사항 발생시 알람 & 메시지 통보",축산물품질평가원의 쇠고기이력정보서비스를 활용하여 축산물 이력정보를 제공합니다.,LiveCare
0,"서비스 게시일 2016-09-27 개발유형 모바일앱 ( 안드로이드 )
개발자 한국앱개발자_종욱 개발자 소재지 서울특별시
개발자 유형 기타 등록일 2016-09-29","제공기관 서비스 설명
기타 교통안전공단 교통데이터",분류 : 교통물류,"운전 주행 중 조작, 주의 요인 등 주행습관을 분석하여 안전운전을 유도하는 앱 서비스입니다.

수집된 운행기록은 사용자의 단말기 저장소에 저장되며 외부로 유출되지 않습니다.

*국토교통부 교통데이터 제5회 활용공모전 수상작",교통안전공단의 교통데이터를 활용하여 운행기록 정보를 제공합니다.,드라이브 코치
0,"서비스 게시일 2016-01-10 개발유형 모바일앱 ( 안드로이드 )
개발자 GODORI 개발자 소재지 서울특별시
개발자 유형 기타 등록일 2016-09-29","제공기관 서비스 설명
경기도 성남시 경기도 성남시 _공연행사정보_20150806
성남시 공연행사의 행사명,장소,행사내용,행사시간,요금정보 등 입니다.",분류 : 공공행정,"택시에 장착된 택시미터계(TAC)와 운행기록계(DTG)정보를 바탕으로 위치 기반의 승차 정보 DB를 구축하여 택시 기사님에게 현재 위치에서 가장 가까운, 손님이 가장 많을 것으로 예측되는 위치를 제공하는 서비스입니다.",경기도 성남시의 공연행사 정보를 활용하여 성남시 행사정보를 제공합니다.,Mr.Taxi for Driver
